econdata
Year,Area,Labor Force,Employment,Unemployment,Unemployment Rate
2019,Mokelumne Hill CDP,220,190,20,10.6
2019,Mono Vista CDP,"1,650","1,640",10,0.6
2019,Monrovia city,"21,000","20,200",800,3.7
2019,Montclair city,"19,300","18,700",600,3.1
2019,Montebello city,"29,100","27,700","1,400",4.8
2019,Montecito CDP,"3,200","3,000",200,5.6
2019,Monterey city,"15,400","15,000",400,2.5
2019,Monterey Park city,"29,600","28,300","1,200",4.1
2019,Monte Rio CDP,600,500,100,11.3
2019,Moorpark city,"19,600","19,000",600,2.9
2019,Morada CDP,"1,600","1,600",0,0.0
2019,Moraga town,"7,800","7,600",100,1.9
2019,Moreno Valley city,"95,400","91,200","4,100",4.3
2019,Morgan Hill city,"24,400","23,700",600,2.6
2019,Morongo Valley CDP,"1,600","1,500",100,3.5
2019,Morro Bay city,"5,000","4,800",200,4.5
2019,Moss Landing CDP,100,100,0,0.0
2019,Mountain Mesa CDP,200,200,0,6.6
2019,Mountain Ranch CDP,530,500,40,6.8
2019,Mountain View CDP,"1,300","1,200",100,6.1
2019,Mountain View city,"52,900","52,000","1,000",1.8
2019,Mountain View Acres CDP,"1,400","1,300",100,6.3
2019,Mount Shasta city,"1,520","1,490",30,1.6
2019,Murphys CDP,"1,030",980,40,4.1
2019,Murrieta city,"56,100","54,200","1,800",3.3
2019,Muscoy CDP,"5,000","4,600",400,8.2
2019,Napa city,"42,300","41,000","1,300",3.0
2019,National City city,"24,800","23,800","1,000",4.1
2019,Needles city,"1,800","1,700",0,2.6
2019,Nevada City city,"1,410","1,380",40,2.8
2019,Newark city,"25,300","24,600",700,2.7
2019,Newman city,"4,700","4,300",400,7.9
2019,Newport Beach city,"45,200","44,100","1,100",2.4
2019,Nice CDP,990,960,30,3.1
2019,Nipomo CDP,"9,100","8,700",400,4.2
2019,Norco city,"11,700","11,300",400,3.5
2019,North Auburn CDP,"5,600","5,500",100,2.5
2019,North Edwards CDP,500,400,100,11.8
2019,North El Monte CDP,"1,800","1,700",0,2.2
2019,North Fair Oaks CDP,"8,400","8,300",100,1.5
2019,North Highlands CDP,"20,600","20,000",600,3.1
2019,North Lakeport CDP,"1,500","1,470",30,1.9
2019,Norwalk city,"50,600","48,300","2,300",4.5
2019,Novato city,"29,700","29,000",700,2.3
2019,Nuevo CDP,"3,200","3,100",100,4.0
2019,Oakdale city,"9,600","8,900",700,7.5
2019,Oakhurst CDP,"1,600","1,500",100,6.5
2019,Oakland city,"215,000","207,800","7,200",3.4
2019,Oakley city,"19,900","19,200",700,3.6
2019,Oak Park CDP,"6,900","6,600",300,4.3
2019,Oak View CDP,"2,200","2,200",100,3.7
2019,Occidental CDP,400,400,0,0.0
2019,Oceano CDP,"3,600","3,400",100,3.8
2019,Oceanside city,"82,500","79,700","2,800",3.3
2018,Acton CDP,"3,600","3,500",100,3.5
2018,Adelanto city,"9,600","8,800",700,7.8
2018,Agoura Hills city,"11,500","11,100",500,4.2
2018,Alameda city,"41,300","40,100","1,200",2.9
2018,Alamo CDP,"6,600","6,500",100,1.9
2018,Albany city,"9,800","9,600",300,2.6
2018,Alhambra city,"46,300","44,500","1,800",3.9
2018,Aliso Viejo CDP,"30,400","29,600",800,2.6
2018,Alondra Park CDP,"4,100","3,800",300,6.4
2018,Alpaugh CDP,400,300,100,21.6
2018,Alpine Village CDP,90,90,0,0.0
2018,Altadena CDP,"23,800","23,000",800,3.4
2018,Alta Sierra CDP,"3,670","3,610",70,1.8
2018,Alturas city,"1,080",990,90,8.6
2018,Amador City city,80,70,0,5.3
2018,American Canyon city,"10,300","9,900",400,3.9
2018,Anaheim city,"171,300","165,900","5,400",3.1
2018,Anderson city,"4,200","4,000",200,4.6
2018,Angels City city,"1,830","1,830",0,0.1
2018,Angwin CDP,"2,100","2,000",100,2.7
2018,Antioch city,"50,800","48,700","2,100",4.2
2018,Apple Valley town,"28,900","27,500","1,400",4.9
2018,Aptos CDP,"3,300","3,300",100,1.7
2018,Aptos Hills Larkin Valley CDP,"1,000",900,100,8.0
2018,Arbuckle CDP,"2,010","1,670",340,16.9
2018,Arcadia city,"29,800","28,800","1,000",3.5
2018,Arcata city,"9,600","9,100",500,5.6
2018,Arden Arcade CDP,"45,900","43,600","2,300",5.1
2018,Armona CDP,"1,400","1,300",100,10.3
2018,Arnold CDP,"1,120","1,060",60,5.2
2018,Aromas CDP (Monterey Co),"1,600","1,600",100,4.7
2018,Arroyo Grande city,"9,200","9,000",200,2.6
2018,Artesia city,"8,000","7,700",300,3.8
2018,Arvin city,"8,900","8,200",700,7.7
2018,Ashland CDP,"11,200","10,600",500,4.9
2018,Atascadero city,"15,300","14,900",400,2.7
2018,Atherton town,"3,100","3,100",100,2.5
2018,Atwater city,"11,900","11,000",900,7.9
2018,Auberry CDP,"1,000","1,000",0,4.5
2018,Auburn city,"6,900","6,600",200,3.5
2018,August CDP,"3,300","2,900",400,12.1
2018,Avalon city,"2,100","2,100",0,0.4
2018,Avenal city,"3,700","3,200",500,12.5
2018,Avery CDP,300,270,30,8.8
2018,Avocado Heights CDP,"7,400","7,000",400,5.7
2018,Azusa city,"25,200","24,100","1,100",4.4
2018,Bakersfield city,"176,600","166,700","9,900",5.6
2018,Baldwin Park city,"34,600","32,900","1,700",4.9
2018,Banning city,"11,100","10,500",600,5.1
2018,Barstow city,"8,800","8,300",500,5.6
2018,Bay Point CDP,"11,900","11,200",700,5.7
2018,Beale AFB CDP,200,200,0,9.4
2018,Bear Valley CDP,30,30,0,0.0
2018,Bear Valley Springs CDP,"1,800","1,700",100,4.1
2018,Beaumont city,"22,700","21,900",800,3.3
2018,Beckwourth CDP,120,120,0,0.0
2018,Belden CDP,0,0,0,0.0
2018,Bell city,"15,200","14,400",800,5.0
2018,Bellflower city,"36,400","34,600","1,900",5.2
2018,Bell Gardens city,"18,100","17,200",800,4.6
2018,Belmont city,"16,500","16,100",400,2.3
2018,Benicia city,"14,900","14,400",400,3.0
2018,Ben Lomond CDP,"3,800","3,700",100,2.3
2018,Berkeley city,"62,600","60,800","1,800",2.9
2018,Bermuda Dunes CDP,"3,500","3,300",100,4.0
2018,Bertsch Oceanview CDP,750,640,110,14.5
2018,Bethel Island CDP,800,800,0,2.4
2018,Beverly Hills city,"18,300","17,600",700,3.9
2018,Big Bear City CDP,"5,700","5,500",100,2.5
2018,Big Bear Lake city,"2,300","2,300",0,1.5
2018,Biggs city,900,900,0,2.9
2018,Big Pine CDP,710,670,40,5.2
2018,Big River CDP,400,400,0,6.5
2018,Biola CDP,600,500,100,22.1
2018,Bishop city,"1,630","1,570",50,3.3
2018,Bloomington CDP,"10,100","9,600",500,4.6
2018,Blue Lake city,500,500,0,3.5
2018,Bluewater CDP,0,0,0,6.3
2018,Blythe city,"5,700","5,400",300,4.7
2018,Bodega Bay CDP,500,500,0,2.0
2018,Bodfish CDP,400,400,0,8.8
2018,Bonadelle Ranchos Madera Ranchos CDP,"4,100","3,900",200,5.0
2018,Bonita CDP,"6,100","5,700",300,5.2
2018,Bootjack CDP,340,310,30,8.1
2018,Boron CDP,800,800,0,5.1
2018,Boronda CDP,500,400,200,32.5
2018,Bostonia CDP,"8,000","7,500",500,6.5
2018,Boulder Creek CDP,"2,600","2,500",200,6.2
2018,Boyes Hot Springs CDP,"4,100","4,100",100,1.8
2018,Bradbury city,500,500,0,1.5
2018,Bradley CDP,100,100,0,0.0
2018,Brawley city,"10,100","8,600","1,500",14.6
2018,Brea city,"23,200","22,500",700,2.9
2018,Brentwood city,"29,500","28,500","1,000",3.4
2018,Bret Harte CDP,"2,000","1,700",300,13.3
2018,Brisbane city,"2,900","2,800",100,2.4
2018,Broadmoor CDP,"3,500","3,300",200,4.5
2018,Bucks Lake CDP,10,10,0,0.0
2018,Buellton city,"2,700","2,700",0,1.7
2018,Buena Park city,"40,200","38,900","1,300",3.2
2018,Burbank city,"59,100","56,000","3,100",5.2
2018,Burlingame city,"18,100","17,700",400,2.2
2018,Burney CDP,"1,200","1,200",100,5.3
2018,Buttonwillow CDP,600,500,100,8.5
2018,Byron CDP,600,600,0,6.1
2018,Bystrom CDP,"1,300","1,300",100,6.8
2018,Cabazon CDP,"1,300","1,200",0,3.7
2018,Calabasas city,"12,200","11,800",300,2.8
2018,Calexico city,"18,500","12,600","5,900",31.7
2018,California City city,"4,500","3,800",700,16.2
2018,Calimesa city,"3,500","3,400",200,4.4
2018,Calipatria city,"1,200",900,300,23.6
2018,Calistoga city,"2,700","2,600",100,4.0
2018,Calwa CDP,900,800,100,13.9
2018,Camarillo city,"34,200","33,200","1,000",2.9
2018,Cambria CDP,"2,600","2,500",100,3.9
2018,Cameron Park CDP,"9,700","9,400",300,3.3
2018,Campbell city,"26,500","25,900",700,2.4
2018,Cantua Creek CDP,100,100,0,6.8
2018,Canyondam CDP,40,10,20,65.7
2018,Canyon Lake city,"5,300","5,200",100,2.2
2018,Capitola city,"5,600","5,600",100,1.5
2018,Carlsbad city,"55,100","53,400","1,700",3.1
2018,Carmel by the Sea city,"1,600","1,600",0,0.2
2018,Carmel Valley Village CDP,"2,600","2,300",200,9.7
2018,Carmichael CDP,"30,500","29,300","1,200",3.9
2018,Carpinteria city,"7,200","6,900",200,3.3
2018,Carson city,"46,000","43,800","2,200",4.9
2018,Cartago CDP,0,0,0,0.0
2018,Caruthers CDP,"1,200","1,100",100,7.4
2018,Casa Conejo CDP,"1,700","1,600",100,6.1
2018,Casa de Oro Mount Helix CDP,"9,700","9,400",300,3.2
2018,Castro Valley CDP,"31,700","30,800",900,2.8
2018,Castroville CDP,"3,500","3,100",400,12.0
2018,Cathedral City city,"26,100","25,000","1,100",4.1
2018,Cayucos CDP,"1,300","1,300",0,3.0
2018,Ceres city,"21,600","19,900","1,700",7.7
2018,Cerritos city,"25,400","24,400","1,000",3.9
2018,Challenge Brownsville CDP,300,300,0,0.0
2018,Channel Islands Beach CDP,"1,700","1,500",200,10.8
2018,Charter Oak CDP,"5,000","4,700",300,5.6
2018,Cherryland CDP,"7,400","7,000",400,5.6
2018,Cherry Valley CDP,"3,300","3,200",100,2.7
2018,Chester CDP,980,920,60,6.3
2018,Chico city,"48,700","46,800","1,900",3.9
2018,Chilcoot Vinton CDP,10,0,10,100.0
2018,China Lake Acres CDP,600,500,0,6.9
2018,Chinese Camp CDP,30,30,0,0.0
2018,Chino city,"43,000","41,500","1,500",3.4
2018,Chino Hills city,"45,100","43,800","1,200",2.7
2018,Chowchilla city,"4,400","4,100",300,6.3
2018,Chualar CDP,700,600,0,7.2
2018,Chula Vista city,"122,900","118,400","4,500",3.7
2018,Citrus CDP,"5,400","5,200",200,3.2
2018,Citrus Heights city,"43,300","41,600","1,700",3.8
2018,Claremont city,"17,200","16,500",700,4.2
2018,Clayton city,"5,900","5,800",100,1.5
2018,Clearlake city,"6,120","5,500",620,10.1
2018,Clearlake Oaks CDP,790,730,60,7.5
2018,Clio CDP,40,40,0,0.0
2018,Cloverdale city,"4,400","4,400",100,1.6
2018,Clovis city,"54,100","52,000","2,200",4.0
2018,Clyde CDP,400,400,0,2.5
2018,Coachella city,"20,000","17,800","2,200",11.0
2018,Coalinga city,"6,300","5,800",500,8.1
2018,Cobb CDP,510,490,20,3.5
2018,Colfax city,"1,000",900,0,5.0
2018,Colton city,"24,400","23,400","1,000",4.3
2018,Columbia CDP,780,700,90,10.9
2018,Colusa city,"2,980","2,660",330,11.0
2018,Commerce city,"5,900","5,600",300,5.5
2018,Compton city,"39,100","36,700","2,500",6.3
2018,Concord city,"65,800","63,900","1,900",2.9
2018,Concow CDP,200,200,0,11.0
2018,Copperopolis CDP,"2,350","2,250",100,4.3
2018,Corcoran city,"4,500","3,800",700,15.5
2018,Corning city,"2,970","2,770",200,6.7
2018,Corona city,"83,700","80,900","2,800",3.4
2018,Coronado city,"7,600","7,400",200,3.0
2018,Corralitos CDP,"1,200","1,200",100,4.5
2018,Corte Madera town,"5,600","5,400",200,3.2
2018,Costa Mesa city,"65,900","64,100","1,800",2.7
2018,Cotati city,"4,300","4,200",100,3.0
2018,Coto de Caza CDP,"7,700","7,400",200,2.8
2018,Cottonwood CDP,"1,400","1,300",100,4.8
2018,Country Club CDP,"4,600","4,100",500,10.3
2018,Covelo CDP,430,410,20,4.9
2018,Covina city,"24,000","22,800","1,200",4.9
2018,Crescent City city,"1,470","1,400",70,4.7
2018,Crescent Mills CDP,120,120,0,0.0
2018,Crestline CDP,"4,400","4,300",100,2.6
2018,C Road CDP,70,60,10,10.8
2018,Crockett CDP,"1,700","1,600",100,4.7
2018,Cromberg CDP,90,90,0,0.0
2018,Cudahy city,"10,100","9,600",500,4.7
2018,Culver City city,"23,000","22,000","1,000",4.3
2018,Cupertino city,"29,500","28,700",800,2.7
2018,Cutler CDP,"2,500","2,200",300,10.5
2018,Cypress city,"25,100","24,300",800,3.2
2018,Daly City city,"64,200","62,700","1,500",2.3
2018,Dana Point city,"18,800","18,200",500,2.8
2018,Danville town,"20,800","20,200",600,2.8
2018,Darwin CDP,10,10,0,0.0
2018,Davis city,"35,400","34,400","1,000",2.7
2018,Day Valley CDP,"1,600","1,500",100,4.7
2018,Deer Park CDP,400,300,0,4.9
2018,Del Aire CDP,"5,500","5,300",200,3.7
2018,Delano city,"21,800","16,800","5,000",23.0
2018,Delhi CDP,"5,300","4,900",400,8.0
2018,Delleker CDP,170,170,0,0.0
2018,Del Mar city,"2,300","2,200",100,2.4
2018,Del Monte Forest CDP,"1,700","1,600",100,7.4
2018,Del Rey CDP,600,500,100,9.6
2018,Del Rey Oaks city,"1,000",900,100,7.0
2018,Denair CDP,"2,400","2,300",100,6.0
2018,Derby Acres CDP,100,100,0,1.7
2018,Desert Hot Springs city,"11,500","10,800",700,5.8
2018,Desert View Highlands CDP,"1,100","1,000",100,7.4
2018,Diablo CDP,100,100,0,0.0
2018,Diamond Bar city,"30,300","29,200","1,100",3.6
2018,Diamond Springs CDP,"5,200","5,000",200,4.7
2018,Dinuba city,"10,600","9,200","1,400",13.3
2018,Discovery Bay CDP,"7,800","7,600",200,3.0
2018,Dixon city,"9,700","9,300",400,4.0
2018,Dixon Lane Meadow Creek CDP,"1,240","1,180",50,4.4
2018,Dollar Point CDP,500,500,0,2.1
2018,Dorrington CDP,80,70,0,5.3
2018,Dos Palos city,"2,200","2,000",100,6.3
2018,Downey city,"57,300","54,800","2,500",4.4
2018,Duarte city,"11,000","10,400",600,5.6
2018,Dublin city,"32,500","31,600",900,2.7
2018,Ducor CDP,200,200,0,9.2
2018,Dunsmuir city,650,620,30,4.2
2018,Durham CDP,"2,900","2,800",100,2.3
2018,Dustin Acres CDP,200,200,0,3.5
2018,Earlimart CDP,"3,900","3,300",600,14.9
2018,East Foothills CDP,"3,600","3,600",100,1.6
2018,East Hemet CDP,"8,200","7,600",600,7.0
2018,East Los Angeles CDP,"55,800","51,500","4,200",7.6
2018,East Oakdale CDP,"1,600","1,500",100,5.5
2018,Easton CDP,"1,100","1,000",100,8.0
2018,East Orosi CDP,400,300,100,29.6
2018,East Palo Alto city,"14,800","14,400",400,2.8
2018,East Pasadena CDP,"3,100","3,000",100,1.9
2018,East Porterville CDP,"2,600","2,000",600,22.7
2018,East Quincy CDP,"1,220","1,210",10,1.1
2018,East Richmond Heights CDP,"1,900","1,900",0,1.5
2018,East San Gabriel CDP,"7,600","7,500",100,1.8
2018,East Shore CDP,120,40,80,68.3
2018,East Sonora CDP,930,930,0,0.0
2018,Eastvale City city,"32,400","31,400","1,000",3.2
2018,Edwards AFB CDP,400,400,0,9.2
2018,El Cajon city,"44,800","43,100","1,700",3.7
2018,El Centro city,"18,400","15,800","2,600",14.2
2018,El Cerrito city,"13,900","13,500",400,2.6
2018,El Cerrito CDP,"2,400","2,300",100,2.8
2018,El Dorado Hills CDP,"22,300","21,700",600,2.9
2018,El Granada CDP,"3,500","3,400",100,2.1
2018,Elk Grove CDP,"82,200","79,500","2,700",3.3
2018,Elkhorn CDP,700,600,100,9.8
2018,Elmira CDP,100,100,0,3.5
2018,El Monte city,"51,700","49,300","2,400",4.6
2018,El Paso de Robles (Paso Robles) city,"16,300","15,800",500,2.9
2018,El Rio CDP,"2,900","2,700",200,6.8
2018,El Segundo city,"9,500","9,000",500,5.4
2018,El Sobrante CDP,"7,500","7,200",300,4.0
2018,El Verano CDP,"1,900","1,900",0,1.2
2018,Emeryville city,"7,400","7,300",200,2.2
2018,Empire CDP,"1,600","1,500",100,4.4
2018,Encinitas city,"33,100","32,200",900,2.7
2018,Escalon city,"3,800","3,700",100,3.3
2018,Escondido city,"69,200","66,900","2,200",3.2
2018,Esparto CDP,"1,800","1,800",100,4.2
2018,Eureka city,"12,700","12,300",500,3.5
2018,Exeter city,"4,700","4,200",500,9.7
2018,Fairfax town,"4,700","4,600",100,2.2
2018,Fairfield city,"53,600","51,600","2,000",3.7
2018,Fair Oaks CDP,"14,800","14,500",400,2.6
2018,Fairview CDP,"5,300","5,200",100,1.5
2018,Fallbrook CDP,"14,200","13,800",400,3.1
2018,Fall River Mills CDP,100,100,0,0.0
2018,Farmersville city,"5,000","4,400",600,11.9
2018,Farmington CDP,0,0,0,0.0
2018,Fellows CDP,0,0,0,11.1
2018,Felton CDP,"2,300","2,100",200,6.9
2018,Ferndale city,600,600,0,1.5
2018,Fetters Hot Springs Agua Caliente CDP,"2,500","2,500",0,1.2
2018,Fillmore city,"7,300","7,100",200,3.3
2018,Firebaugh city,"3,700","3,300",500,12.7
2018,Florence Graham CDP,"27,700","26,000","1,700",6.2
2018,Florin CDP,"20,300","19,000","1,400",6.7
2018,Folsom city,"37,200","36,100","1,100",2.8
2018,Fontana city,"98,500","94,700","3,800",3.9
2018,Foothill Farms CDP,"15,000","14,400",600,4.1
2018,Ford City CDP,"1,900","1,700",200,9.1
2018,Foresthill CDP,700,700,0,2.9
2018,Forest Meadows CDP,540,500,40,7.4
2018,Forestville CDP,"2,100","2,000",100,3.3
2018,Fort Bragg city,"3,210","3,090",130,4.0
2018,Fortuna city,"5,200","5,000",200,3.1
2018,Foster City city,"19,700","19,300",400,2.1
2018,Fountain Valley city,"28,300","27,400",900,3.1
2018,Fowler city,"2,900","2,800",200,5.7
2018,Frazier Park CDP,"1,200","1,100",100,8.8
2018,Freedom CDP,"1,900","1,800",100,7.5
2018,Fremont city,"120,500","117,200","3,200",2.7
2018,French Camp CDP,"1,100","1,100",100,6.6
2018,Fresno city,"232,200","218,400","13,800",5.9
2018,Friant CDP,200,200,0,13.2
2018,Fullerton city,"70,300","68,100","2,100",3.1
2018,Furnace Creek CDP,120,120,0,0.9
2018,Galt city,"11,500","10,900",600,5.4
2018,Gardena city,"30,200","28,800","1,400",4.7
2018,Garden Acres CDP,"4,500","4,100",400,8.4
2018,Garden Grove city,"81,600","79,000","2,700",3.3
2018,Georgetown CDP,"1,200","1,100",100,8.1
2018,Gilroy city,"30,200","29,300","1,000",3.2
2018,Glendale city,"103,500","99,000","4,500",4.4
2018,Glendora city,"26,100","25,000","1,100",4.2
2018,Glen Ellen CDP,500,500,0,0.0
2018,Golden Hills CDP,"4,400","4,200",200,3.9
2018,Gold River CDP,"3,400","3,300",100,4.3
2018,Goleta City,"16,900","16,500",400,2.5
2018,Gonzales city,"4,100","4,100",100,1.3
2018,Goshen CDP,"1,500","1,400",200,10.0
2018,Graeagle CDP,210,190,10,6.7
2018,Grand Terrace city,"6,500","6,200",300,4.1
2018,Granite Bay CDP,"10,500","10,100",400,3.4
2018,Grass Valley city,"5,850","5,590",260,4.4
2018,Graton CDP,800,700,0,5.4
2018,Greenfield city,"8,200","7,800",400,5.4
2018,Greenhorn CDP,130,120,20,11.9
2018,Green Valley CDP,800,800,0,0.0
2018,Greenville CDP,450,370,70,16.6
2018,Gridley city,"2,700","2,600",200,5.7
2018,Grover Beach city,"6,800","6,600",300,3.8
2018,Guadalupe city,"3,300","3,200",100,3.3
2018,Guerneville CDP,"2,500","2,500",100,3.0
2018,Gustine city,"2,800","2,500",200,8.8
2018,Hacienda Heights CDP,"26,200","25,200","1,000",3.6
2018,Half Moon Bay city,"7,600","7,400",100,1.7
2018,Hamilton Branch CDP,230,200,30,13.4
2018,Hamilton City CDP,"1,010",940,70,6.8
2018,Hanford city,"24,900","23,300","1,600",6.5
2018,Hawaiian Gardens city,"6,400","6,100",300,4.9
2018,Hawthorne city,"44,800","42,600","2,100",4.8
2018,Hayfork CDP,950,940,20,1.6
2018,Hayward city,"77,800","75,200","2,600",3.3
2018,Healdsburg city,"6,100","5,900",200,2.5
2018,Heber CDP,"1,900","1,500",400,19.4
2018,Hemet city,"29,400","27,600","1,800",6.1
2018,Hercules city,"13,900","13,500",400,2.9
2018,Hermosa Beach city,"12,500","12,300",300,2.2
2018,Hesperia city,"35,600","33,700","1,900",5.3
2018,Hidden Hills city,600,600,0,3.8
2018,Hidden Valley Lake CDP,"3,130","3,080",50,1.6
2018,Highgrove CDP,"2,500","2,300",200,6.9
2018,Highland city,"24,500","23,500","1,000",4.1
2018,Hillsborough town,"5,100","5,000",100,2.4
2018,Hilmar Irwin CDP,"2,800","2,700",100,2.8
2018,Hollister city,"20,000","18,800","1,100",5.7
2018,Holtville city,"2,600","2,000",500,20.6
2018,Home Garden CDP,600,500,100,12.9
2018,Home Gardens CDP,"5,200","5,000",200,3.8
2018,Homeland CDP,"2,900","2,700",100,4.8
2018,Hughson city,"3,400","3,200",200,4.9
2018,Huntington Beach city,"108,800","105,600","3,200",2.9
2018,Huntington Park city,"26,500","25,300","1,200",4.6
2018,Huron city,"2,500","2,200",300,11.2
2018,Hydesville CDP,500,500,0,0.4
2018,Idyllwild Pine Cove CDP,"1,300","1,200",0,2.7
2018,Imperial city,"8,000","6,700","1,300",16.5
2018,Imperial Beach city,"12,000","11,500",500,4.4
2018,Independence CDP,220,220,10,2.3
2018,Indian Falls CDP,0,0,0,0.0
2018,Indian Wells city,"1,800","1,800",100,3.7
2018,Indio city,"40,700","38,400","2,300",5.6
2018,Industry city,200,100,0,5.2
2018,Inglewood city,"52,600","49,700","2,900",5.5
2018,Interlaken CDP,"3,500","3,300",200,5.3
2018,Inverness CDP,500,500,0,1.0
2018,Inyokern CDP,300,300,0,0.0
2018,Ione city,"2,110","2,020",80,3.9
2018,Iron Horse CDP,60,60,0,0.0
2018,Irvine city,"147,800","143,700","4,200",2.8
2018,Irwindale city,700,600,0,6.8
2018,Isla Vista CDP,"12,500","11,300","1,100",9.1
2018,Isleton city,300,300,0,3.8
2018,Ivanhoe CDP,"1,800","1,600",200,11.0
2018,Jackson city,"2,140","2,070",70,3.4
2018,Jamestown CDP,"1,210","1,120",90,7.7
2018,Johannesburg CDP,0,0,0,0.0
2018,Johnsville CDP,0,0,0,0.0
2018,Joshua Tree CDP,"2,400","2,200",200,6.7
2018,Jurupa Valley city,"48,400","46,500","1,900",3.9
2018,Keddie CDP,30,20,10,46.4
2018,Keeler CDP,10,10,0,0.0
2018,Keene CDP,200,100,0,8.7
2018,Kelseyville CDP,"1,490","1,440",50,3.5
2018,Kennedy CDP,"1,400","1,300",100,9.9
2018,Kensington CDP,"2,800","2,800",100,2.0
2018,Kerman city,"6,800","6,300",400,6.5
2018,Kernville CDP,500,500,0,0.0
2018,Kettleman City CDP,600,500,100,11.5
2018,Keyes CDP,"2,700","2,500",200,6.8
2018,King City city,"6,400","6,200",200,3.5
2018,Kings Beach CDP,"1,800","1,800",0,1.2
2018,Kingsburg city,"5,600","5,300",300,5.2
2018,Kirkwood CDP,80,80,0,2.5
2018,Klamath CDP,230,200,20,9.3
2018,Knightsen CDP,600,600,0,1.8
2018,La Canada Flintridge city,"9,500","9,300",200,2.1
2018,La Crescenta Montrose CDP,"9,900","9,600",300,3.3
2018,Ladera Heights CDP,"3,500","3,300",200,5.7
2018,Lafayette city,"12,600","12,300",300,2.5
2018,Laguna Beach city,"12,600","12,200",400,2.9
2018,Laguna Hills city,"17,100","16,600",500,2.8
2018,Laguna Niguel city,"35,600","34,600","1,000",2.9
2018,Laguna Woods city,"3,200","3,100",100,2.0
2018,La Habra city,"31,000","30,000","1,000",3.1
